slide_id,state,district,slide_name,slide_no,nh_sh_location,latitude,longitude,coordinate_valid,material_involved,movement_type,history,history_date,date_available,source
7602,Mizoram,Aizawl,NULL,MIZ/AZL/2024/647,NULL,23.7775,92.84833333,True,Debris,Slide,28 May 2024,2024-05-28,True,GSI Bhusanket
7603,Mizoram,Aizawl,NULL,MIZ/AZL/2024/648,NULL,23.77833333,92.84666667,True,Debris,Slide,28 May 2024,2024-05-28,True,GSI Bhusanket
7604,Mizoram,Aizawl,NULL,MIZ/AZL/2024/649,NULL,23.77166667,92.84805556,True,Debris,Slide,23 July 2023,2023-07-23,True,GSI Bhusanket
7605,Mizoram,Aizawl,NULL,MIZ/AZL/2024/650,NULL,23.70555556,92.84805556,True,Debris,Complex,,,False,GSI Bhusanket
7606,Mizoram,Aizawl,NULL,MIZ/AZL/2024/651,NULL,24.24463611,93.423125,True,Debris,Slide,,,False,GSI Bhusanket
7607,Mizoram,Aizawl,NULL,MIZ/AZL/2024/652,NULL,23.77361111,92.84944444,True,Debris,Slide,28 May 2024,2024-05-28,True,GSI Bhusanket
7608,Mizoram,Aizawl,NULL,MIZ/AZL/2024/653,NULL,23.815,92.8275,True,Debris,Slide,,,False,GSI Bhusanket
7609,Mizoram,Aizawl,NULL,MIZ/AZL/2024/654,NULL,23.81722222,92.82805556,True,Debris,Slide,,,False,GSI Bhusanket
7610,Mizoram,Aizawl,NULL,MIZ/AZL/2024/655,NULL,23.82166667,92.83055556,True,Debris,Slide,,,False,GSI Bhusanket
7611,Mizoram,Aizawl,NULL,MIZ/AZL/2024/656,NULL,23.82527778,92.8325,True,Debris,Slide,,,False,GSI Bhusanket
7612,Mizoram,Aizawl,NULL,MIZ/AZL/2024/657,NULL,23.82638889,92.8325,True,Debris,Slide,28 May 2024,2024-05-28,True,GSI Bhusanket
7613,Mizoram,Aizawl,NULL,MIZ/AZL/2024/658,NULL,23.83111111,92.83138889,True,Debris,Slide,,,False,GSI Bhusanket
7614,Mizoram,Aizawl,NULL,MIZ/AZL/2024/659,NULL,23.83277778,92.8325,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7615,Mizoram,Aizawl,NULL,MIZ/AZL/2024/660,NULL,23.83888889,92.83194444,True,Earth,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7616,Mizoram,Aizawl,NULL,MIZ/AZL/2024/661,NULL,23.84777778,92.83694444,True,Debris,Slide,28 May 2024,2024-05-28,True,GSI Bhusanket
7617,Mizoram,Aizawl,NULL,MIZ/AZL/2024/662,NULL,23.85194444,92.83305556,True,Earth,Slide,25 September 2024,2024-09-25,True,GSI Bhusanket
7618,Mizoram,Aizawl,NULL,MIZ/AZL/2024/663,NULL,23.86222222,92.83666667,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7619,Mizoram,Aizawl,NULL,MIZ/AZL/2024/664,NULL,23.87694444,92.84,True,Earth,Slide,"2 July 2024/ 
August 2024",,False,GSI Bhusanket
7620,Mizoram,Aizawl,NULL,MIZ/AZL/2024/665,NULL,23.87777778,92.84083333,True,Debris,Slide,25 September 2024,2024-09-25,True,GSI Bhusanket
7621,Mizoram,Aizawl,NULL,MIZ/AZL/2024/666,NULL,23.88583333,92.85055556,True,Rock,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7622,Mizoram,Aizawl,NULL,MIZ/AZL/2024/667,NULL,23.89277778,92.85083333,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7623,Mizoram,Aizawl,NULL,MIZ/AZL/2024/668,NULL,23.89138889,92.84888889,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7624,Mizoram,Aizawl,NULL,MIZ/AZL/2024/669,NULL,23.89305556,92.84722222,True,Earth,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7625,Mizoram,Aizawl,NULL,MIZ/AZL/2024/670,NULL,23.88361111,92.85305556,True,Earth,Slide,17 August 2024,2024-08-17,True,GSI Bhusanket
7626,Mizoram,Aizawl,NULL,MIZ/AZL/2024/671,NULL,23.88527778,92.8575,True,Earth,Slide,25 September 2024,2024-09-25,True,GSI Bhusanket
7627,Mizoram,Aizawl,NULL,MIZ/AZL/2024/672,NULL,23.76972222,92.76,True,Earth,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7628,Mizoram,Aizawl,NULL,MIZ/AZL/2024/705,NULL,24.03503889,93.54139444,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7629,Mizoram,Aizawl,NULL,MIZ/AZL/2024/706,NULL,24.05808333,93.49808333,True,Earth,Slide,7 October 2024,2024-10-07,True,GSI Bhusanket
7630,Mizoram,Aizawl,NULL,MIZ/AZL/2024/707,NULL,24.04531667,93.49220278,True,Debris,Slide,7 October 2024,2024-10-07,True,GSI Bhusanket
7631,Mizoram,Aizawl,NULL,MIZ/AZL/2024/708,NULL,24.090025,93.54191667,True,Debris,Slide,7 October 2024,2024-10-07,True,GSI Bhusanket
7632,Mizoram,Aizawl,NULL,MIZ/AZL/2024/709,NULL,24.10864167,93.54198333,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7633,Mizoram,Aizawl,NULL,MIZ/AZL/2024/710,NULL,24.12682222,93.54013889,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7634,Mizoram,Aizawl,NULL,MIZ/AZL/2024/711,NULL,24.12715278,93.53351389,True,Earth,Slide,7 October 2024,2024-10-07,True,GSI Bhusanket
7635,Mizoram,Aizawl,NULL,MIZ/AZL/2024/712,NULL,24.17180556,93.54406667,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7636,Mizoram,Aizawl,NULL,MIZ/AZL/2024/713,NULL,24.18291667,93.53441944,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7637,Mizoram,Aizawl,NULL,MIZ/AZL/2024/714,NULL,24.18566111,93.53935278,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7638,Mizoram,Aizawl,NULL,MIZ/AZL/2024/715,NULL,24.24449722,93.55275833,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7639,Mizoram,Aizawl,NULL,MIZ/AZL/2024/716,NULL,24.24755556,93.54809722,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7640,Mizoram,Aizawl,NULL,MIZ/AZL/2024/717,NULL,24.28840278,93.58591389,True,Debris,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7641,Mizoram,Aizawl,NULL,MIZ/AZL/2024/718,NULL,24.29982222,93.59040833,True,Debris,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7642,Mizoram,Aizawl,NULL,MIZ/AZL/2024/719,NULL,24.30768611,93.58120556,True,Debris,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7643,Mizoram,Aizawl,NULL,MIZ/AZL/2024/720,NULL,24.30711944,93.59375833,True,Earth,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7644,Mizoram,Aizawl,NULL,MIZ/AZL/2024/721,NULL,24.33915833,93.66233611,True,Debris,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7645,Mizoram,Aizawl,NULL,MIZ/AZL/2024/722,NULL,24.33331944,93.65702778,True,Debris,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7646,Mizoram,Aizawl,NULL,MIZ/AZL/2024/723,NULL,24.33300556,93.65357222,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7647,Mizoram,Aizawl,NULL,MIZ/AZL/2024/724,NULL,24.3309,93.66054444,True,Debris,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7648,Mizoram,Aizawl,NULL,MIZ/AZL/2024/725,NULL,24.32773611,93.57937222,True,Rock,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7649,Mizoram,Aizawl,NULL,MIZ/AZL/2024/726,NULL,24.39255556,93.65468611,True,Debris,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7650,Mizoram,Aizawl,NULL,MIZ/AZL/2024/727,NULL,24.45131667,93.60013333,True,Debris,Slide,,,False,GSI Bhusanket
7651,Mizoram,Aizawl,NULL,MIZ/AZL/2024/728,NULL,24.49112222,93.62215556,True,Earth,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7652,Mizoram,Aizawl,NULL,MIZ/AZL/2024/729,NULL,24.48308611,93.58860833,True,Debris,Slide,"28th Sept, 2024",,False,GSI Bhusanket
7653,Mizoram,Aizawl,NULL,MIZ/AZL/2024/730,NULL,24.48458889,93.58781944,True,Debris,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7654,Mizoram,Aizawl,NULL,MIZ/AZL/2024/731,NULL,24.492825,93.58643611,True,Earth,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7655,Mizoram,Aizawl,NULL,MIZ/AZL/2024/732,NULL,24.51785556,93.55086944,True,Debris,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7656,Mizoram,Aizawl,NULL,MIZ/AZL/2024/733,NULL,24.51698056,93.57191667,True,Debris,Slide,,,False,GSI Bhusanket
7657,Mizoram,Aizawl,NULL,MIZ/AZL/2024/734,NULL,24.52308611,93.57206944,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7658,Mizoram,Aizawl,NULL,MIZ/AZL/2024/735,NULL,24.48338333,93.58848056,True,Debris,Complex,28 September 2024,2024-09-28,True,GSI Bhusanket
7659,Mizoram,Kolasib,NULL,MIZ/KOL/2024/736,NULL,24.450125,93.35963889,True,Earth,Slide,8 August 2024,2024-08-08,True,GSI Bhusanket
7660,Mizoram,Kolasib,NULL,MIZ/KOL/2024/737,NULL,24.48857222,93.36792222,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7661,Mizoram,Kolasib,NULL,MIZ/KOL/2024/738,NULL,24.54263333,93.39741944,True,Debris,Slide,18 August 2024,2024-08-18,True,GSI Bhusanket
7662,Mizoram,Kolasib,NULL,MIZ/KOL/2024/739,NULL,24.60002222,93.37166389,True,Earth,Slide,21 October 2024,2024-10-21,True,GSI Bhusanket
7663,Mizoram,Kolasib,NULL,MIZ/KOL/2024/740,NULL,24.60067222,93.37223056,True,Earth,Slide,21 October 2024,2024-10-21,True,GSI Bhusanket
7664,Mizoram,Kolasib,NULL,MIZ/KOL/2024/741,NULL,24.60372222,93.37223056,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7665,Mizoram,Kolasib,NULL,MIZ/KOL/2024/742,NULL,24.66895556,93.33700556,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7666,Mizoram,Kolasib,NULL,MIZ/KOL/2024/743,NULL,24.71938056,93.26740556,True,Debris,Slide,,,False,GSI Bhusanket
7667,Mizoram,Kolasib,NULL,MIZ/KOL/2024/744,NULL,24.76606111,93.30076667,True,Earth,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7668,Mizoram,Kolasib,NULL,MIZ/KOL/2024/745,NULL,24.73838889,93.30909722,True,Debris,Slide,18 August 2024,2024-08-18,True,GSI Bhusanket
7669,Mizoram,Kolasib,NULL,MIZ/KOL/2024/746,NULL,24.72074444,93.30899167,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7670,Mizoram,Kolasib,NULL,MIZ/KOL/2024/747,NULL,24.716225,93.32551389,True,Debris,Slide,18 August 2024,2024-08-18,True,GSI Bhusanket
7671,Mizoram,Kolasib,NULL,MIZ/KOL/2024/748,NULL,24.70553333,93.33064167,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7672,Mizoram,Kolasib,NULL,MIZ/KOL/2024/749,NULL,24.60719444,93.46784722,True,Earth,Slide,19 August 2024,2024-08-19,True,GSI Bhusanket
7673,Mizoram,Kolasib,NULL,MIZ/KOL/2024/750,NULL,24.60853333,93.41668333,True,Debris,Slide,18 August 2024,2024-08-18,True,GSI Bhusanket
7674,Mizoram,Kolasib,NULL,MIZ/KOL/2024/751,NULL,24.77472778,93.30506111,True,Earth,Slide,"28th May, 2024",,False,GSI Bhusanket
7675,Mizoram,Aizawl,NULL,MIZ/AZL/2024/752,NULL,23.09758333,93.21623333,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7676,Mizoram,Aizawl,NULL,MIZ/AZL/2024/753,NULL,23.10851389,93.20975,True,Debris,Slide,28 June 2024,2024-06-28,True,GSI Bhusanket
7677,Mizoram,Aizawl,NULL,MIZ/AZL/2024/754,NULL,23.10172778,93.20231944,True,Debris,Complex,28 May 2024,2024-05-28,True,GSI Bhusanket
7678,Mizoram,Aizawl,NULL,MIZ/AZL/2024/755,NULL,23.101925,93.20426111,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7679,Mizoram,Aizawl,NULL,MIZ/AZL/2024/756,NULL,23.10184722,93.20138889,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7680,Mizoram,Aizawl,NULL,MIZ/AZL/2024/757,NULL,23.1057,93.20275278,True,Debris,Slide,,,False,GSI Bhusanket
7681,Mizoram,Aizawl,NULL,MIZ/AZL/2024/758,NULL,23.109925,93.20970833,True,Debris,Slide,,,False,GSI Bhusanket
7682,Mizoram,Aizawl,NULL,MIZ/AZL/2024/759,NULL,23.09759444,93.21089444,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7683,Mizoram,Aizawl,NULL,MIZ/AZL/2024/760,NULL,23.09561111,93.20786389,True,Debris,Slide,28 May 2024,2024-05-28,True,GSI Bhusanket
7684,Mizoram,Aizawl,NULL,MIZ/AZL/2024/761,NULL,23.1077,93.19878056,True,Debris,Complex,,,False,GSI Bhusanket
7685,Mizoram,Aizawl,NULL,MIZ/AZL/2024/762,NULL,23.10100556,93.19393611,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7686,Mizoram,Aizawl,NULL,MIZ/AZL/2024/763,NULL,23.10074722,93.18785278,True,Debris,Complex,2 July 2024,2024-07-02,True,GSI Bhusanket
7687,Mizoram,Aizawl,NULL,MIZ/AZL/2024/764,NULL,23.09954722,93.18600278,True,Debris,Complex,2 July 2024,2024-07-02,True,GSI Bhusanket
7688,Mizoram,Aizawl,NULL,MIZ/AZL/2024/765,NULL,23.10354167,93.18202778,True,Debris,Complex,,,False,GSI Bhusanket
7689,Mizoram,Aizawl,NULL,MIZ/AZL/2024/766,NULL,23.10299444,93.18323889,True,Debris,Slide,,,False,GSI Bhusanket
7690,Mizoram,Aizawl,NULL,MIZ/AZL/2024/767,NULL,23.0983,93.17597222,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7691,Mizoram,Aizawl,NULL,MIZ/AZL/2024/768,NULL,23.110975,93.21260278,True,Debris,Slide,28 May 2024,2024-05-28,True,GSI Bhusanket
7692,Mizoram,Aizawl,NULL,MIZ/AZL/2024/769,NULL,23.25986389,93.16155278,True,Debris,Slide,28 October 2024,2024-10-28,True,GSI Bhusanket
7693,Mizoram,Aizawl,NULL,MIZ/AZL/2024/770,NULL,23.25828611,93.15288333,True,Debris,Slide,28 November 2024,2024-11-28,True,GSI Bhusanket
7694,Mizoram,Aizawl,NULL,MIZ/AZL/2024/771,NULL,23.26126111,93.15070556,True,Debris,Slide,28 November 2024,2024-11-28,True,GSI Bhusanket
7695,Mizoram,Aizawl,NULL,MIZ/AZL/2024/772,NULL,23.25951944,93.15917222,True,Debris,Complex,28 September 2024,2024-09-28,True,GSI Bhusanket
7696,Mizoram,Aizawl,NULL,MIZ/AZL/2024/773,NULL,23.27598056,93.14351667,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7697,Mizoram,Aizawl,NULL,MIZ/AZL/2024/774,NULL,23.27663889,93.14375,True,Rock,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7698,Mizoram,Aizawl,NULL,MIZ/AZL/2024/775,NULL,23.281075,93.144075,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7699,Mizoram,Aizawl,NULL,MIZ/AZL/2024/776,NULL,23.32829167,93.12184167,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7700,Mizoram,Aizawl,NULL,MIZ/AZL/2024/777,NULL,23.33529167,93.11214167,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7701,Mizoram,Kolasib,NULL,MIZ/KOL/2024/778,NULL,23.41421944,93.10569167,True,Debris,Slide,13 August 2024,2024-08-13,True,GSI Bhusanket
7702,Mizoram,Kolasib,NULL,MIZ/KOL/2024/779,NULL,23.45775278,93.07843611,True,Debris,Slide,,,False,GSI Bhusanket
7703,Mizoram,Kolasib,NULL,MIZ/KOL/2024/780,NULL,23.50882222,93.09170278,True,Earth,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7704,Mizoram,Kolasib,NULL,MIZ/KOL/2024/781,NULL,23.54130278,93.10256944,True,Earth,Slide,12 September 2024,2024-09-12,True,GSI Bhusanket
7705,Mizoram,Kolasib,NULL,MIZ/KOL/2024/782,NULL,23.54600556,93.09247222,True,Earth,Slide,12 September 2024,2024-09-12,True,GSI Bhusanket
7706,Mizoram,Kolasib,NULL,MIZ/KOL/2024/783,NULL,23.54286944,93.08539722,True,Earth,Slide,12 September 2024,2024-09-12,True,GSI Bhusanket
7707,Mizoram,Kolasib,NULL,MIZ/KOL/2024/784,NULL,23.56332778,93.10553333,True,Earth,Slide,22 October 2024,2024-10-22,True,GSI Bhusanket
7708,Mizoram,Kolasib,NULL,MIZ/KOL/2024/785,NULL,23.56785,93.10472222,True,Debris,Slide,12 September 2024,2024-09-12,True,GSI Bhusanket
7709,Mizoram,Kolasib,NULL,MIZ/KOL/2024/786,NULL,23.56413333,93.11378889,True,Earth,Slide,12 September 2024,2024-09-12,True,GSI Bhusanket
7710,Mizoram,Kolasib,NULL,MIZ/KOL/2024/787,NULL,23.56233889,93.11890833,True,Debris,Slide,12 September 2024,2024-09-12,True,GSI Bhusanket
7711,Mizoram,Kolasib,NULL,MIZ/KOL/2024/788,NULL,23.56363611,93.12608056,True,Earth,Slide,,,False,GSI Bhusanket
7712,Mizoram,Kolasib,NULL,MIZ/KOL/2024/789,NULL,23.56238611,93.12376667,True,Earth,Slide,12 September 2024,2024-09-12,True,GSI Bhusanket
7713,Mizoram,Kolasib,NULL,MIZ/KOL/2024/790,NULL,23.56404167,93.10752222,True,Earth,Slide,12 September 2024,2024-09-12,True,GSI Bhusanket
7714,Mizoram,Kolasib,NULL,MIZ/KOL/2024/791,NULL,23.56145278,93.10908889,True,Debris,Slide,12 September 2024,2024-09-12,True,GSI Bhusanket
7715,Mizoram,Kolasib,NULL,MIZ/KOL/2024/792,NULL,23.55881111,93.10900556,True,Earth,Slide,12 September 2024,2024-09-12,True,GSI Bhusanket
7716,Mizoram,Kolasib,NULL,MIZ/KOL/2024/793,NULL,23.55426111,93.110175,True,Earth,Slide,,,False,GSI Bhusanket
7717,Mizoram,Kolasib,NULL,MIZ/KOL/2024/794,NULL,23.5356,93.10656944,True,Debris,Slide,13 September 2024,2024-09-13,True,GSI Bhusanket
7718,Mizoram,Aizawl,NULL,MIZ/AZL/2024/795,NULL,23.34297778,93.057775,True,Debris,Slide,13 September 2024,2024-09-13,True,GSI Bhusanket
7719,Mizoram,Aizawl,NULL,MIZ/AZL/2024/796,NULL,23.35406111,93.04156111,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7720,Mizoram,Aizawl,NULL,MIZ/AZL/2024/797,NULL,23.35958611,93.04477222,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7721,Mizoram,Kolasib,NULL,MIZ/KOL/2024/798,NULL,23.36556111,93.05125278,True,Rock,Fall,9 July 2024,2024-07-09,True,GSI Bhusanket
7722,Mizoram,Kolasib,NULL,MIZ/KOL/2024/799,NULL,23.36966389,93.04609444,True,Debris,Slide,9 July 2024,2024-07-09,True,GSI Bhusanket
7723,Mizoram,Kolasib,NULL,MIZ/KOL/2024/800,NULL,23.05209722,93.12644167,True,Debris,Slide,28 August024,,False,GSI Bhusanket
7724,Mizoram,Kolasib,NULL,MIZ/KOL/2024/801,NULL,23.03821667,93.12529444,True,Rock,Slide,17 September 2024,2024-09-17,True,GSI Bhusanket
7725,Mizoram,Kolasib,NULL,MIZ/KOL/2024/802,NULL,23.54294167,93.23821667,True,Debris,Slide,24 September 2024,2024-09-24,True,GSI Bhusanket
7726,Mizoram,Kolasib,NULL,MIZ/KOL/2024/803,NULL,24.5503,93.25550278,True,Rock,Fall,,,False,GSI Bhusanket
7727,Mizoram,Kolasib,NULL,MIZ/KOL/2024/804,NULL,24.55205833,93.25569167,True,Rock,Fall,9 July 2024,2024-07-09,True,GSI Bhusanket
7728,Mizoram,Kolasib,NULL,MIZ/KOL/2024/805,NULL,24.56016389,93.24426944,True,Debris,Slide,"Aug- Sept,2024",,False,GSI Bhusanket
7729,Mizoram,Kolasib,NULL,MIZ/KOL/2024/806,NULL,24.56981667,93.2734,True,Debris,Slide,,,False,GSI Bhusanket
7730,Mizoram,Kolasib,NULL,MIZ/KOL/2024/807,NULL,24.58928889,93.31006944,True,Debris,Slide,,,False,GSI Bhusanket
7731,Mizoram,Kolasib,NULL,MIZ/KOL/2024/808,NULL,24.58496667,93.31397222,True,Debris,Slide,,,False,GSI Bhusanket
7732,Mizoram,Kolasib,NULL,MIZ/KOL/2024/809,NULL,24.599425,93.30004722,True,Debris,Slide,24 August 2024,2024-08-24,True,GSI Bhusanket
7733,Mizoram,Kolasib,NULL,MIZ/KOL/2024/810,NULL,24.60921944,93.30050278,True,Debris,Slide,24 September 2024,2024-09-24,True,GSI Bhusanket
7734,Mizoram,Kolasib,NULL,MIZ/KOL/2024/811,NULL,24.63960833,93.30401111,True,Debris,Slide,,,False,GSI Bhusanket
7735,Mizoram,Kolasib,NULL,MIZ/KOL/2024/812,NULL,24.64528611,93.28593611,True,Debris,Slide,24 September 2024,2024-09-24,True,GSI Bhusanket
7736,Mizoram,Kolasib,NULL,MIZ/KOL/2024/813,NULL,24.02205833,93.29369167,True,Debris,Slide,24 September 2024,2024-09-24,True,GSI Bhusanket
7737,Mizoram,Kolasib,NULL,MIZ/KOL/2024/814,NULL,23.01689167,93.283175,True,Debris,Slide,24 September 2024,2024-09-24,True,GSI Bhusanket
7738,Mizoram,Kolasib,NULL,MIZ/KOL/2024/815,NULL,24.02782222,93.28944444,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7739,Mizoram,Kolasib,NULL,MIZ/KOL/2024/816,NULL,24.04014167,93.2915,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7740,Mizoram,Kolasib,NULL,MIZ/KOL/2024/817,NULL,24.03980278,93.29373889,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7741,Mizoram,Kolasib,NULL,MIZ/KOL/2024/818,NULL,24.05823611,93.28901944,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7742,Mizoram,Kolasib,NULL,MIZ/KOL/2024/819,NULL,24.09210556,93.29866667,True,Rock,Slide,24 September 2024,2024-09-24,True,GSI Bhusanket
7743,Mizoram,Kolasib,NULL,MIZ/KOL/2024/820,NULL,24.12428889,93.318525,True,Earth,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7744,Mizoram,Kolasib,NULL,MIZ/KOL/2024/822,NULL,24.16986389,93.33564167,True,Debris,Slide,,,False,GSI Bhusanket
7745,Mizoram,Kolasib,NULL,MIZ/KOL/2024/823,NULL,24.19022778,93.35379167,True,Debris,Slide,,,False,GSI Bhusanket
7746,Mizoram,Kolasib,NULL,MIZ/KOL/2024/824,NULL,24.22922222,93.35478333,True,Debris,Slide,,,False,GSI Bhusanket
7747,Mizoram,Kolasib,NULL,MIZ/KOL/2024/825,NULL,24.297775,93.34159722,True,Debris,Slide,24 September 2024,2024-09-24,True,GSI Bhusanket
7748,Mizoram,Kolasib,NULL,MIZ/KOL/2024/826,NULL,24.31379722,93.33684722,True,Debris,Slide,,,False,GSI Bhusanket
7749,Mizoram,Kolasib,NULL,MIZ/KOL/2024/827,NULL,24.35137778,93.34095556,True,Debris,Slide,24 September 2024,2024-09-24,True,GSI Bhusanket
7750,Mizoram,Kolasib,NULL,MIZ/KOL/2024/828,NULL,24.37023056,93.34268889,True,Debris,Slide,,,False,GSI Bhusanket
7751,Mizoram,Kolasib,NULL,MIZ/KOL/2024/829,NULL,23.6385278,93.13694722,True,Debris,Slide,18 August2024,,False,GSI Bhusanket
7752,Mizoram,Kolasib,NULL,MIZ/KOL/2024/830,NULL,23.631219,93.118033,True,Debris,Slide,15 August 2024,2024-08-15,True,GSI Bhusanket
7753,Mizoram,Kolasib,NULL,MIZ/KOL/2024/831,NULL,23.6315833,93.13670278,True,Debris,Slide,,,False,GSI Bhusanket
7754,Mizoram,Kolasib,NULL,MIZ/KOL/2024/832,NULL,23.63703333,93.14361389,True,Debris,Slide,,,False,GSI Bhusanket
7755,Mizoram,Kolasib,NULL,MIZ/KOL/2024/834,NULL,23.62418333,93.14208611,True,Debris,Slide,15 August 2024,2024-08-15,True,GSI Bhusanket
7756,Mizoram,Kolasib,NULL,MIZ/KOL/2024/835,NULL,23.60360833,93.14173056,True,Debris,Slide,18 August2024,,False,GSI Bhusanket
7757,Mizoram,Kolasib,NULL,MIZ/KOL/2024/836,NULL,23.56672222,93.13764444,True,Debris,Slide,9 July 2024,2024-07-09,True,GSI Bhusanket
7759,Mizoram,Kolasib,NULL,MIZ/KOL/2024/838,NULL,24.56771111,93.14291667,True,Debris,Complex,9 July 2024,2024-07-09,True,GSI Bhusanket
7760,Mizoram,Kolasib,NULL,MIZ/KOL/2024/839,NULL,24.57467222,93.14389722,True,Debris,Slide,9 July 2024,2024-07-09,True,GSI Bhusanket
7761,Mizoram,Kolasib,NULL,MIZ/KOL/2024/840,NULL,24.57470833,93.13897222,True,Debris,Complex,9 July 2024,2024-07-09,True,GSI Bhusanket
7762,Mizoram,Kolasib,NULL,MIZ/KOL/2024/841,NULL,24.57151389,93.141725,True,Debris,Complex,2 July 2024,2024-07-02,True,GSI Bhusanket
7763,Mizoram,Kolasib,NULL,MIZ/KOL/2024/842,NULL,24.56917222,93.14073611,True,Debris,Slide,2 July 2024,2024-07-02,True,GSI Bhusanket
7764,Mizoram,Kolasib,NULL,MIZ/KOL/2024/843,NULL,24.5606,93.13071389,True,Debris,Slide,7 July 2024,2024-07-07,True,GSI Bhusanket
7765,Mizoram,Kolasib,NULL,MIZ/KOL/2024/844,NULL,24.55987778,93.12541667,True,Debris,Slide,7 July 2024,2024-07-07,True,GSI Bhusanket
7766,Mizoram,Kolasib,NULL,MIZ/KOL/2024/845,NULL,24.08927222,93.12408611,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7767,Mizoram,Kolasib,NULL,MIZ/KOL/2024/846,NULL,24.10641389,93.12339944,True,Debris,Slide,28 September 2024,2024-09-28,True,GSI Bhusanket
7768,Mizoram,Kolasib,NULL,MIZ/KOL/2024/847,NULL,24.10710778,93.11535444,True,Debris,Slide,7 July 2024,2024-07-07,True,GSI Bhusanket
7769,Mizoram,Kolasib,NULL,MIZ/KOL/2024/848,NULL,24.10015917,93.10461389,True,Rock,Slide,24 September 2024,2024-09-24,True,GSI Bhusanket
7770,Mizoram,Kolasib,NULL,MIZ/KOL/2024/849,NULL,24.11104722,93.10374167,True,Earth,Slide,24 September 2024,2024-09-24,True,GSI Bhusanket
