slide_id,state,district,slide_name,slide_no,nh_sh_location,latitude,longitude,coordinate_valid,material_involved,movement_type,history,history_date,date_available,source
1,Assam,Hailakandi,Kukinala slide,ASM/HKN/83D07/2020/2,Kukinala,24.27,92.5,True,Debris,Slide,,,False,GSI Bhusanket
2,Assam,Hailakandi,Jalnachaura slide,AS/HKN/83D11/2020/1,Jalnachaura,24.31,92.56,True,Debris,Slide,,,False,GSI Bhusanket
3,Assam,Hailakandi,Nandagram slide,AS/HKN/83D10/2020/6,Nandagram Pt. I,24.32,92.51,True,Debris,Slide,,,False,GSI Bhusanket
4,Assam,Hailakandi,Nishkar slide,AS/HKN/83D11/2020/4,Mahapur,24.43,92.55,True,Debris,Slide,,,False,GSI Bhusanket
5,Assam,Karimganj,Paglacherra slide,AS/KRJ/83D07/2020/1,PaglacherraPunj,24.44,92.5,True,Rock,Slide,,,False,GSI Bhusanket
6,Assam,Hailakandi,Lalpani slide,AS/HKN/83D11/2020/3,NH - 154,24.44,92.56,True,Debris,Slide,,,False,GSI Bhusanket
7,Assam,Hailakandi,Garapunjislide,AS/HKN/83D11/2020/2,Telecherra,24.46,92.52,True,Debris,Slide,,,False,GSI Bhusanket
8,Assam,Hailakandi,Terracherra Slide,ASM/HLKD/83D10/2016/58,Terracherra area,24.478972,92.682861,True,Debris,Slide,17 May 2016,2016-05-17,True,GSI Bhusanket
9,Assam,Hailakandi,Maneshwarpur landslide,AS/HKN/83D07/2020/1,Maneshwarpur,24.48,92.49,True,Debris,Slide,,,False,GSI Bhusanket
10,Assam,Hailakandi,Kurttathal slide,AS/HKN/83D10/2020/7,Nunaikhal,24.51,92.64,True,Debris,Slide,,,False,GSI Bhusanket
11,Assam,Hailakandi,Dholaikhal slide,AS/HKN/83D10/2020/4,Inner Line Reserved Forest,24.51,92.75,True,Rock,Slide,,,False,GSI Bhusanket
12,Assam,Cachar,Bishnupur Puniyar Slide,AS/CHR/83D14/2020/3,Bishnupur Puniyar,24.51,92.9,True,Debris,Slide,,,False,GSI Bhusanket
13,Assam,Hailakandi,Barthal slide,AS/HKN/83D10/2020/5,Bilaipur,24.51,92.71,True,Debris,Slide,,,False,GSI Bhusanket
14,Assam,Hailakandi,Lalcherra Slide (Rabinala),ASM/HLKD/83D10/2016/59,"Near Patakhouri Durga Mandir 
Under  Bilaipur Forest Village; 
Lala  Police Station",24.511306,92.693028,True,Debris,Slide,18 May 2016,2016-05-18,True,GSI Bhusanket
15,Assam,Hailakandi,Ramchandi (Koyabasti),ASM/HLKD/83D10/2016/60,Ramchandi area,24.515944,92.540889,True,Earth,Slide,18 May 2016,2016-05-18,True,GSI Bhusanket
16,Assam,Hailakandi,Dinanathpur slide,AS/HKN/83D10/2020/3,Dinanathpur,24.52,92.53,True,Debris,Slide,,,False,GSI Bhusanket
17,Assam,Hailakandi,Lala Chaura Bagan slide,AS/HKN/83D10/2020/8,Lala Chaura Bagan,24.53,92.63,True,Debris,Slide,,,False,GSI Bhusanket
18,Assam,Cachar,Raj Nagar Slide,AS/CHR/83D14/2020/4,Raj Nagar,24.53,92.84,True,Debris,Slide,,,False,GSI Bhusanket
19,Assam,Cachar,Shymacharanpur slide,AS/CHR/83D14/2020/5,Shyamacharanpur,24.53,92.84,True,Debris,Slide,,,False,GSI Bhusanket
20,Assam,Hailakandi,Nubarnapur slide,AS/HKN/83D10/2020/11,Lalamukh village,24.54,92.63,True,Debris,Slide,,,False,GSI Bhusanket
21,Assam,Hailakandi,Dwarbond- Bilaipur slide,AS/HKN/83D10/2020/1,Dwarbond- Bilaipur road,24.55,92.74,True,Debris,Slide,,,False,GSI Bhusanket
22,Assam,Hailakandi,Purbanakshatila slide 1,AS/HKN/83D10/2020/9,Purbanakshatila,24.55,92.75,True,Debris,Slide,,,False,GSI Bhusanket
23,Assam,Hailakandi,Purbanakshatila slide 2,AS/HKN/83D10/2020/10,Purbanakshatila,24.55,92.75,True,Debris,Slide,,,False,GSI Bhusanket
24,Assam,Cachar,Maniarkhal Slide,AS/CHR/83D14/2020/2,Maniarkhal Pt VII (Tea estate),24.56,92.94,True,Debris,Slide,,,False,GSI Bhusanket
25,Assam,Cachar,Palgana slide,AS/CAC/83D10/2009-10/AS-1,"Paglagaon (near Mursabarti) 
under Baghbahar GP part 3",24.57025,92.685,True,Debris,Slide,02 April 2010,2010-04-02,True,GSI Bhusanket
26,Assam,Cachar,Pruptal slide,AS/CHR/83D14/2020/6,Pruptal,24.62,92.83,True,Debris,Slide,,,False,GSI Bhusanket
27,Assam,Cachar,Panibara slide,AS/CHR/83D14/2020/7,Panibara,24.62,92.84,True,Debris,Slide,2019,,False,GSI Bhusanket
28,Assam,Hailakandi,BoroJalenga slide,AS/HKN/83D10/2020/2,BoroJalenga,24.63,92.74,True,Debris,Slide,,,False,GSI Bhusanket
29,Assam,Cachar,Bhuban Nagar slide,AS/CHR/83D14/2020/1,Bhuban Nagar,24.64,92.98,True,Debris,Slide,2019,,False,GSI Bhusanket
30,Assam,Cachar,Khasiapunji slide,ASM/CCR/83H2/2016/66,Khasiapunji village,24.645417,93.005361,True,Debris,Slide,31 August 2016,2016-08-31,True,GSI Bhusanket
31,Assam,Karimganj,Rakhalbasti,ASM/KRGJ/83D06/2016/61,"Rakhalbasti, near Sonaicherra 
TG. Under Ram Krishna",24.659389,92.497361,True,Earth,Slide,18 May 2016,2016-05-18,True,GSI Bhusanket
32,Assam,Hailakandi,Mohanpur Grant Slide 1,ASM/HLK/83D10/2020/003,"Mohanpur Grant, Hailakandi 
Circle.",24.70364,92.64681,True,Debris,Slide,02nd June 2020,,False,GSI Bhusanket
33,Assam,Karimganj,Satkaragul,AS/KRM/83D06/2014/01,NH-44,24.70619,92.28997,True,Earth,Flow,,,False,GSI Bhusanket
34,Assam,Hailakandi,Mohanpur Grant Slide 2,ASM/HLK/83D10/2020/004,"Mohanpur Grant, Hailakandi 
Circle.",24.70656,92.65008,True,Debris,Slide,02 June 2020,2020-06-02,True,GSI Bhusanket
35,Assam,Karimganj,Rongpur slide,AS/KAR/83D06/2009-10/AS-2,Rongpur Village,24.710833,92.481167,True,Debris,Slide,03 June 2010,2010-06-03,True,GSI Bhusanket
36,Assam,Cachar,Govindnagar Slide,ASM/CHR/83D14/2020/0002,"Govindnagar Pt. II, Sonai",24.72192,92.90381,True,Debris,Slide,05 June 2020,2020-06-05,True,GSI Bhusanket
37,Assam,Hailakandi,Mohanpur Grant Slide 3,ASM/HLK/83D10/2020/005,"Mohanpur Grant, Hailakandi 
Circle.",24.73117,92.64739,True,Debris,Slide,02 June 2020,2020-06-02,True,GSI Bhusanket
38,Assam,Karimganj,Karimpur Slide 2,ASM/KGJ/83D05/2020/0008,"Karimpur, Nilam Bazar",24.78002778,92.45372222,True,Earth,Slide,02 June 2020,2020-06-02,True,GSI Bhusanket
39,Assam,Karimganj,Karimpur Slide 1,ASM/KGJ/83D05/2020/007,"Karimpur, Nilam Bazar",24.78380556,92.45563889,True,Earth,Slide,02 June 2020,2020-06-02,True,GSI Bhusanket
40,Assam,Hailakandi,Chandipur Grant Slide,ASM/HLK/83D09/2020/006,"Bowarthar, Chandipur, Algapur 
Circle.",24.79489,92.55506,True,Debris,Slide,02 June 2020,2020-06-02,True,GSI Bhusanket
41,Assam,Cachar,Lowajuri,AS/DIM/83C16/2018/27,NH53,24.795892,93.045425,True,Debris,Slide,,,False,GSI Bhusanket
42,Assam,Cachar,Lalpani,AS/DIM/83C16/2018/28,NH53,24.813648,93.073009,True,Debris,Slide,,,False,GSI Bhusanket
43,Assam,Cachar,Kanakpur Slide,ASM/CHR/83H01/2020/001,"Kanakpur Pt. III, Lakhipur, 
Joypur",24.92097,93.07306,True,Earth,Slide,02 June 2020,2020-06-02,True,GSI Bhusanket
44,Assam,Cachar,Haticherra slide,AS/CHR/83D13/2020/9,"NH-27(Old NH-54E, Silchar-
Lumding road)",24.93,92.84,True,Debris,Slide,,,False,GSI Bhusanket
45,Assam,Cachar,Borkola Cyan Nagar slide,AS/CHR/83D09/2020/8,Borkola Cyan Nagar Natun Basti,24.95,92.73,True,Debris,Slide,2018,,False,GSI Bhusanket
46,Assam,Cachar,Subong slide,AS/CHR/83D13/2020/7,Subong Tea Estate,24.95,92.8,True,Debris,Slide,,,False,GSI Bhusanket
47,Assam,Cachar,Nagadun slide,AS/CHR/83D13/2020/5,Nagadun,24.96,92.92,True,Debris,Slide,,,False,GSI Bhusanket
48,Assam,Cachar,Bicrampore slide-1,AS/CHR/83D09/2020/2,"Bicrampore Tea Estate, near 
BSF camp",24.96,92.7,True,Debris,Slide,,,False,GSI Bhusanket
49,Assam,Cachar,Bicrampore Slide -2,AS/CHR/83D09/2020/3,"Bicrampore Tea Estate, near 
BSF camp",24.96,92.7,True,Debris,Slide,,,False,GSI Bhusanket
50,Assam,Cachar,Guabari slide-2,AS/CHR/83D13/2020/4,Guabari (Naku nala),24.96,92.95,True,Debris,Slide,,,False,GSI Bhusanket
51,Assam,Cachar,Sonbari Slide,AS/CHR/83D09/2020/1,Sonbari,24.96,92.66,True,Debris,Slide,,,False,GSI Bhusanket
52,Assam,Cachar,Dinonatpur slide,AS/CHR/83D09/2020/5,Dinonatpur,24.96,92.66,True,Debris,Slide,,,False,GSI Bhusanket
53,Assam,Cachar,Tikal Nadi,AS/CHR/83D13/2020/8,ONGC road,24.96,92.98,True,Debris,Slide,,,False,GSI Bhusanket
54,Assam,Cachar,Balichhara slide-1,AS/CHR/83D13/2020/1,"NH-27(Old NH-54E, Silchar-
Lumding road)",24.97,92.76,True,Debris,Slide,,,False,GSI Bhusanket
55,Assam,Cachar,Narainchara grant slide,AS/CHR/83D09/2020/4,Narainchara grant,24.97,92.72,True,Debris,Slide,,,False,GSI Bhusanket
56,Assam,Cachar,Narainchora slide-1,AS/CHR/83D09/2020/6,Narainchora,24.97,92.72,True,Debris,Slide,,,False,GSI Bhusanket
57,Assam,Cachar,Naraichhora slide-2,AS/CHR/83D09/2020/7,Narainchora,24.97,92.72,True,Debris,Slide,2017,,False,GSI Bhusanket
58,Assam,Cachar,Lailongchara 3,AS/CAC/83H01/2018/55,Lailongchara village,24.97228,93.03289,True,Debris,Slide,,,False,GSI Bhusanket
59,Assam,Cachar,Lailongchara 2,AS/CAC/83H01/2018/54,Near Lailongchara village,24.97692,93.033,True,Rock,Fall,,,False,GSI Bhusanket
60,Assam,Cachar,Lailongchara 1,AS/CAC/83H01/2018/53,NH53,24.97714,93.03344,True,Debris,Slide,,,False,GSI Bhusanket
61,Assam,Cachar,Balichhara slide-3,AS/CHR/83D13/2020/6,"NH-27(Old NH-54E, Silchar-
Lumding road)",24.98,92.75,True,Debris,Slide,,,False,GSI Bhusanket
62,Assam,Cachar,Guabari slide-1,AS/CHR/83D13/2020/3,Guabari,24.98,92.96,True,Debris,Slide,,,False,GSI Bhusanket
63,Assam,Cachar,Ekala Basti slide,AS/CHR/83C12/2020/3,Ekala Basti (Railway line),24.98,92.72,True,Debris,Slide,,,False,GSI Bhusanket
64,Assam,Cachar,Khurkurie slide,AS/CHR/83D09/2020/9,Khurkurie,24.99,92.6,True,Debris,Slide,,,False,GSI Bhusanket
65,Assam,Cachar,Tarapur slide,AS/CHR/83D05/2020/2,Tarapur,24.99,92.45,True,Debris,Slide,2016,,False,GSI Bhusanket
66,Assam,Cachar,Balichhara slide-2,AS/CHR/83D13/2020/2,"NH-27(Old NH-54E, Silchar-
Lumding road)",24.99,92.75,True,Debris,Slide,,,False,GSI Bhusanket
67,Assam,Cachar,Bara Arkap_1,AS/CAC/83H01/2018/42,"Raja Bazaar ΓÇôBara Arkap 
road.",24.993,93.161583,True,Debris,Slide,,,False,GSI Bhusanket
68,Assam,Cachar,Bara Arkap_2,AS/CAC/83H01/2018/43,"Raza Bazaar ΓÇôBara Arkap 
Highway.",24.99561,93.16261,True,Debris,Slide,,,False,GSI Bhusanket
69,Assam,Cachar,Natanpur slide,AS/CHR/83D05/2020/1,Natanpur,25.0,92.43,True,Debris,Slide,,,False,GSI Bhusanket
70,Assam,Dima Hasao,Jenam Ghat road,AS/DIM/83G4/2015/61,"State Highway, 3 km before 
Jenam Ghat",25.003,93.164,True,Earth,Slide,,,False,GSI Bhusanket
71,Assam,Dima Hasao,Nutan Leikul-6,AS/DIM/83G4/2015/33,Nutan Leikul.NH-54,25.008,93.04,True,Earth,Slide,2014,,False,GSI Bhusanket
72,Assam,Cachar,New Jatinga slide,AS/CHR/83C12/2020/5,"NH-27(Old NH-54E, Silchar-
Lumding road)",25.01,92.75,True,Debris,Slide,,,False,GSI Bhusanket
73,Assam,Cachar,NH -27 slide 2,AS/CHR/83C12/2020/6,"NH-27(Old NH-54E, Silchar-
Lumding road)",25.01,92.75,True,Debris,Slide,,,False,GSI Bhusanket
74,Assam,Cachar,NH -27 slide 1,AS/CHR/83C12/2020/7,"NH-27(Old NH-54E, Silchar-
Lumding road)",25.01,92.75,True,Debris,Slide,,,False,GSI Bhusanket
75,Assam,Cachar,Jatinga River slide-2,AS/CHR/83C12/2020/4,Damchara,25.01,92.73,True,Debris,Slide,,,False,GSI Bhusanket
76,Assam,Dima Hasao,Miyunkro1,AS/DIM/83C16/2017/10,NH54,25.010379,92.75482,True,Debris,Slide,,,False,GSI Bhusanket
77,Assam,Dima Hasao,Durbintola4,AS/DIM/83C16/2017/41,NH54,25.01856,92.77011,True,Debris,Slide,,,False,GSI Bhusanket
78,Assam,Dima Hasao,Durbintola5,AS/DIM/83C16/2018/49,NH53,25.019029,92.770549,True,Debris,Slide,,,False,GSI Bhusanket
79,Assam,Cachar,Bhamai slide-1,AS/CHR/83C12/2020/1,Karbi houses(Bhamai river side),25.02,92.52,True,Debris,Slide,2019,,False,GSI Bhusanket
80,Assam,Cachar,Bhamai slide-2,AS/CHR/83C12/2020/2,Karbi Houses (Bhamai river side) 25.02,,92.52,False,Debris,Slide,2019,,False,GSI Bhusanket
81,Assam,Cachar,0.21 km N of Malidhar,AS/CAC/83C4/2016/73,NH44,25.029708,92.463967,True,Debris,Slide,2015,,False,GSI Bhusanket
82,Assam,Cachar,0.39 km N of Malidhar,AS/CAC/83C4/2016/74,NH44,25.031431,92.463231,True,Debris,Slide,2015,,False,GSI Bhusanket
83,Assam,Cachar,0.48 km N of Malidhar,AS/CAC/83C4/2016/75,NH44,25.032119,92.462636,True,Debris,Slide,2015,,False,GSI Bhusanket
84,Assam,Cachar,0.58 km NW of Malidhar,AS/CAC/83C4/2016/76,NH44,25.032989,92.462214,True,Debris,Slide,2015,,False,GSI Bhusanket
85,Assam,Dima Hasao,Durbintola5,AS/DIM/83C16/2017/58,NH54,25.034948,92.778753,True,Debris,Slide,,,False,GSI Bhusanket
86,Assam,Dima Hasao,Durbintola3,AS/DIM/83C16/2017/40,NH54,25.0365,92.780417,True,Debris,Slide,,,False,GSI Bhusanket
87,Assam,Cachar,2 km E of Rathacherra,MEG/WJH/83C4/2016/45,NH44 (near to weight bridge),25.037203,92.450339,True,Debris,Slide,2015,,False,GSI Bhusanket
88,Assam,Dima Hasao,Durbintola2,AS/DIM/83C16/2017/39,NH54,25.039722,92.781889,True,Debris,Slide,,,False,GSI Bhusanket
89,Assam,Dima Hasao,Durbintola1,AS/DIM/83C16/2017/38,NH54,25.041083,92.783111,True,Debris,Slide,,,False,GSI Bhusanket
90,Assam,Dima Hasao,Bandarkhal11,AS/DIM/83C16/2017/37,NH54,25.046444,92.789667,True,Debris,Slide,,,False,GSI Bhusanket
91,Assam,Dima Hasao,Bandarkhal10,AS/DIM/83C16/2017/36,NH54,25.046778,92.790111,True,Debris,Slide,,,False,GSI Bhusanket
92,Assam,Dima Hasao,Bandarkhal9,AS/DIM/83C16/2017/25,NH54,25.047417,92.793389,True,Debris,Slide,,,False,GSI Bhusanket
93,Assam,Dima Hasao,Bandarkhal railway slide.,AS/DIM/83C16/2018/29,"Between NFR Bridge No. 305 
and Tunnel No. 19 (~2 km SW of 
Bandarkhal Railway Station).",25.04783,92.78931,True,Debris,Slide,,,False,GSI Bhusanket
94,Assam,Dima Hasao,Bandarkhal8,AS/DIM/83C16/2017/24,NH54,25.049417,92.796722,True,Debris,Slide,,,False,GSI Bhusanket
95,Assam,Dima Hasao,Bandarkhal7,AS/DIM/83C16/2017/23,NH54,25.049444,92.79725,True,Soil,Slide,,,False,GSI Bhusanket
96,Assam,Dima Hasao,Bandarkhal7,AS/DIM/83C16/2017/22,NH54,25.049917,92.799667,True,Rock cum debris,Slide,,,False,GSI Bhusanket
97,Assam,Dima Hasao,Bandarkhal6,AS/DIM/83C16/2017/21,NH54,25.054917,92.800333,True,Soil,Slide,,,False,GSI Bhusanket
98,Assam,Dima Hasao,Bandarkhal5,AS/DIM/83C16/2017/20,NH54,25.056611,92.801722,True,Debris,Slide,,,False,GSI Bhusanket
99,Assam,Dima Hasao,Bandarkhal3,AS/DIM/83C16/2017/18,NH54,25.060088,92.807089,True,Debris,Slide,,,False,GSI Bhusanket
100,Assam,Dima Hasao,Bandarkhal4,AS/DIM/83C16/2017/19,NH54,25.060944,92.80675,True,Debris,Slide,,,False,GSI Bhusanket
101,Assam,Dima Hasao,Paschim Bandarkhla3,AS/DIM/83C16/2017/15,West of Paschim Bandarkhal,25.061375,92.795906,True,Debris,Slide,,,False,GSI Bhusanket
102,Assam,Dima Hasao,Bandarkhal2,AS/DIM/83C16/2017/17,NH54,25.061417,92.806833,True,Debris,Slide,,,False,GSI Bhusanket
103,Assam,Dima Hasao,Paschim Bandarkhla1,AS/DIM/83C16/2017/13,West of Paschim Bandarkhal,25.061847,92.79345,True,Debris,Slide,,,False,GSI Bhusanket
104,Assam,Dima Hasao,Paschim Bandarkhla2,AS/DIM/83C16/2017/14,West of Paschim Bandarkhal,25.063378,92.795536,True,Debris,Slide,,,False,GSI Bhusanket
105,Assam,Dima Hasao,Bandarkhal1,AS/DIM/83C16/2017/12,NH54,25.063472,92.807796,True,Debris,Slide,,,False,GSI Bhusanket
106,Assam,Dima Hasao,,AS/DIH/83G08/2020/33,"Data taken from P. Songkai to 
Natun Songkai road",25.07,93.29,True,Debris,Slide,,,False,GSI Bhusanket
107,Assam,Dima Hasao,Paschim Bandarkhla4,AS/DIM/83C16/2017/16,North of Paschim Bandarkhal,25.072636,92.794514,True,Soil,Slide,,,False,GSI Bhusanket
108,Assam,Dima Hasao,Kayang1,AS/DIM/83C16/2017/11,NH54,25.073228,92.814734,True,Debris,Slide,,,False,GSI Bhusanket
109,Assam,Dima Hasao,Duiheng2,AS/DIM/83C16/2017/09,Old HaflongSilchar road,25.078935,92.95379,True,Debris,Slide,,,False,GSI Bhusanket
110,Assam,Dima Hasao,Duiheng1,AS/DIM/83C16/2017/08,Old HaflongSilchar road,25.088389,92.958944,True,Debris,Slide,,,False,GSI Bhusanket
111,Assam,Dima Hasao,,AS/DIH/83G08/2020/31,"P. Songkai to Natun Songkai 
road",25.1,93.28,True,Rock,Slide,,,False,GSI Bhusanket
114,Assam,Dima Hasao,Retzawl5,AS/DIM/83C16/2017/06,Old HaflongSilchar road,25.10275,92.986944,True,Debris,Slide,,,False,GSI Bhusanket
115,Assam,Dima Hasao,Retzawl6,AS/DIM/83C16/2017/07,Old HaflongSilchar road,25.10292,92.986883,True,Rock cum debris,Slide,,,False,GSI Bhusanket
116,Assam,Dima Hasao,Retzawl1,AS/DIM/83C16/2017/01,NH54,25.105414,92.972784,True,Debris,Slide,,,False,GSI Bhusanket
117,Assam,Dima Hasao,Silchar road,AS/DIM/83G4/2015/14,NH-54 near Jatinga,25.106,93.001,True,Earth,Slide,,,False,GSI Bhusanket
118,Assam,Dima Hasao,Retzawl2,AS/DIM/83C16/2017/02,Old HaflongSilchar road,25.106956,92.991363,True,Debris,Slide,,,False,GSI Bhusanket
119,Assam,Dima Hasao,Silchar road,AS/DIM/83G4/2015/13,NH-54 near Jatinga,25.107,93.002,True,Earth,Slide,,,False,GSI Bhusanket
120,Assam,Dima Hasao,Bara Mulkai sinking zone.,AS/DIM/83C16/2017/31,NH54,25.107546,92.885543,True,Debris,Slide,,,False,GSI Bhusanket
121,Assam,Dima Hasao,Silchar road,AS/DIM/83G4/2015/15,NH-54 near Jatinga,25.108,93.003,True,Earth,Slide,,,False,GSI Bhusanket
122,Assam,Dima Hasao,Retzawl3,AS/DIM/83C16/2017/03,NH54,25.108759,92.978048,True,Debris,Slide,,,False,GSI Bhusanket
123,Assam,Dima Hasao,Retzawl4,AS/DIM/83C16/2017/04,West of Retzawl,25.108806,92.975139,True,Debris,Slide,,,False,GSI Bhusanket
124,Assam,Dima Hasao,Chhota Kapurchhara1 slide.,AS/DIM/83C16/2017/34,NH54,25.108877,92.929125,True,Soil,Slide,,,False,GSI Bhusanket
125,Assam,Dima Hasao,New Harangajao railway station slide.,AS/DIM/83C16/2017/33,NH54,25.11219,92.86881,True,Debris,Slide,,,False,GSI Bhusanket
126,Assam,Dima Hasao,Jatinga Lampur railway slide.,AS/DIM/83C16/2018/30,"Between Jatinga Lampur 
Railway Station and Harangajao 
Railway Station.",25.11286,92.87756,True,Soil,Slide,,,False,GSI Bhusanket
127,Assam,Dima Hasao,Jatinga Lampur sinking zone.,AS/DIM/83C16/2017/32,NH54,25.11297,92.95433,True,Soil,Slide,,,False,GSI Bhusanket
128,Assam,Dima Hasao,Silchar road slide.,AS/DIM/83G4/2015/11,NH-54 near Jatinga.,25.118,93.014,True,Debris,Slide,,,False,GSI Bhusanket
129,Assam,Dima Hasao,Silchar road,AS/DIM/83G4/2015/16,NH-54 near Jatinga,25.119,93.017,True,Earth,Slide,,,False,GSI Bhusanket
130,Assam,Dima Hasao,Silchar road,AS/DIM/83G4/2015/17,NH-54 near Jatinga,25.119,93.018,True,Earth,Slide,,,False,GSI Bhusanket
131,Assam,Dima Hasao,Silchar road,AS/DIM/83G4/2015/18,NH-54 near Jatinga,25.12,93.02,True,Earth,Slide,,,False,GSI Bhusanket
132,Assam,Dima Hasao,Mailongdisa-Harangajao slide,AS/NC/83C16/2009-10/AS-4,"Between Mailongdisa and 
Harangajao Railway stations. 
CHainage:128.400 km to 
128.600 km",25.121,92.915028,True,Debris,Slide,20 June 2010,2010-06-20,True,GSI Bhusanket
133,Assam,Dima Hasao,Bara Wapu,AS/DIM/83G4/2015/55,"Bara Wapu,  NH-54",25.122,93.025,True,Earth,Slide,2014,,False,GSI Bhusanket
134,Assam,Dima Hasao,Jatinga,AS/DIM/83G4/2015/21,Jatinga NH-54,25.122,93.026,True,Earth,Slide,2014,,False,GSI Bhusanket
135,Assam,Dima Hasao,Jatinga Orange Garden Slide.,AS/DIM/83G4/2015/19,"Jatinga,NH-54",25.123,93.034,True,Earth,Slide,2014,,False,GSI Bhusanket
136,Assam,Dima Hasao,Jatinga slide,AS/DIM/83G4/2015/20,Near Jatinga,25.123,93.033,True,Earth,Slide,2014,,False,GSI Bhusanket
137,Assam,Dima Hasao,Mailongdisa-Harangajao-2 slide,AS/NC/83C16/2009-10/AS-5,"Between Mailongdisa and 
Harangajao railway station 
(Chainage: 130.100 Km to 
130.400 Km)",25.124306,92.904278,True,Debris,Slide,02 April 2010,2010-04-02,True,GSI Bhusanket
138,Assam,Dima Hasao,Jatinga-Longrangajao slide,AS/NC/83C16/2009-10/AS-3,"Between Jatinga and 
Longrangajao Railway stations 
(Chainage:120.100 km to 
120.400 km)",25.124583,92.989111,True,Debris,Slide,16 June 2010,2010-06-16,True,GSI Bhusanket
139,Assam,Dima Hasao,Longrangajao slide.,AS/DIM/83C16/2017/35,Longrangajao village,25.12906,92.97418,True,Soil,Slide,,,False,GSI Bhusanket
140,Assam,Dima Hasao,,AS/DIH/83G08/2020/17,"Along Jenam river, Hangrum 
area",25.13,93.27,True,Debris,Slide,,,False,GSI Bhusanket
141,Assam,Dima Hasao,,AS/DIH/83G08/2020/19,"Data recorded from Hangrum to 
Songkai road",25.13,93.29,True,Debris,Slide,,,False,GSI Bhusanket
142,Assam,Dima Hasao,Nutan Leikul-Kelelo  Sinking zone,AS/DIM/83G4/2015/65,On NH-54,25.134,93.045,True,Earth,Slide,2014,,False,GSI Bhusanket
143,Assam,Dima Hasao,Jatinga-2,ASM/DH/83G4/2016/19,"Jatinga, Haflong",25.134472,93.018972,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
144,Assam,Dima Hasao,Kelelo slide-1,AS/DIM/83G4/2015/27,NH-54 Near Kelolo village,25.135,93.04,True,Earth,Slide,2014,,False,GSI Bhusanket
145,Assam,Dima Hasao,Nutan Leikul-5,AS/DIM/83G4/2015/32,Nutan Leikul.NH-54,25.135,93.04,True,Earth,Slide,2014,,False,GSI Bhusanket
146,Assam,Dima Hasao,Kelelo-4,AS/DIM/83G4/2015/36,Kelelo NH-54,25.136,93.04,True,Earth,Slide,2014,,False,GSI Bhusanket
147,Assam,Dima Hasao,NutanLeikul-2,AS/DIM/83G4/2015/29,"NutanLeikul, NH-54",25.137,93.04,True,Earth,Slide,2014,,False,GSI Bhusanket
148,Assam,Dima Hasao,Kelelo -2,AS/DIM/83G4/2015/34,"Kelelo village,NH-54",25.137,93.034,True,Earth,Flow,2014,,False,GSI Bhusanket
149,Assam,Dima Hasao,Kelelo-3,AS/DIM/83G4/2015/35,"Kelelo,NH-54",25.137,93.04,True,Earth,Slide,2014,,False,GSI Bhusanket
150,Assam,Dima Hasao,Jatinga slide,AS/DIM/83G4/2015/22,"Jatinga, NH-54",25.137,93.018,True,Earth,Slide,2014,,False,GSI Bhusanket
151,Assam,Dima Hasao,Bara Haflong,AS/DIM/83G4/2015/56,"Bara Haflong,village.",25.139,93.025,True,Earth,Slide,2014,,False,GSI Bhusanket
152,Assam,Dima Hasao,Bara Haflong-3,AS/DIM/83G4/2015/58,"Bara Haflong,Near New Haflong 
RS",25.139,93.025,True,Earth,Slide,,,False,GSI Bhusanket
153,Assam,Dima Hasao,NutanLeikul-3,AS/DIM/83G4/2015/30,"Nutan.Leikul,NH-54",25.139,93.04,True,Earth,Slide,2014,,False,GSI Bhusanket
154,Assam,Dima Hasao,Jatinga-Haflong Road section-1,ASM/DH/83G4/2016/18,"Jatinga-Haflong Road section, 
Haflong",25.139611,93.019556,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
155,Assam,Dima Hasao,,AS/DIH/83G08/2020/20,Below Hangrum village.,25.14,93.31,True,Debris,Slide,,,False,GSI Bhusanket
156,Assam,Dima Hasao,,AS/DIH/83G08/2020/30,Hangrum village,25.14,93.3,True,Debris,Slide,2018,,False,GSI Bhusanket
157,Assam,Dima Hasao,"Near and below Assam rifles camp, 
Boro Haflong-3",ASM/DH/83G4/2016/17,"Boro Haflong, Haflong",25.140417,93.020389,True,Debris,Slide,2014,,False,GSI Bhusanket
158,Assam,Dima Hasao,Nutan Leikul-1,AS/DIM/83G4/2015/28,"Nutan Leikul, NH-54",25.142,93.04,True,Earth,Slide,2014,,False,GSI Bhusanket
159,Assam,Dima Hasao,Nutan Leikul-4,AS/DIM/83G4/2015/31,"Nutan Leikul,NH-54",25.142,93.04,True,Earth,Slide,2014,,False,GSI Bhusanket
160,Assam,Dima Hasao,Thingbhung,AS/DIM/83G4/2015/49,Near Thingbhung village,25.145,93.158,True,Earth,Slide,,,False,GSI Bhusanket
161,Assam,Dima Hasao,New Haflong R. S slide(3),ASM/DH/83G4/2016/44,New Haflong Railway Station,25.14525,93.029167,True,Debris,Slide,2016,,False,GSI Bhusanket
162,Assam,Dima Hasao,"Vidya Mandir, Boro Haflong-2",ASM/DH/83G4/2016/16,"Boro Haflong, Haflong",25.145861,93.024194,True,Rock cum Debris,Slide,2016,,False,GSI Bhusanket
